,feature,importance_lgbm,importance_xgb,importance_ensemble
259,time_8,0.05327746183777312,0.0070214598,0.030149460794302124
260,P_7,0.05327746183777312,0.00046568917,0.02687157550327522
261,last_evening_avg_temp_22_18,0.05327746183777312,0.00063257385,0.02695501784411301
262,last_evening_avg_temp_19_7,0.052978150254414845,0.00049284316,0.026735496706711808
263,day_of_week_17,0.052978150254414845,0.002532359,0.027755254617110574
264,last_evening_avg_temp_22_10,0.052978150254414845,0.0007661703,0.026872160290983254
265,last_evening_avg_target_22_22,0.05267883867105657,0.0009696237,0.0268242311761072
266,last_day_avg_target_19,0.05267883867105657,0.00053356297,0.026606200819770814
267,last_evening_avg_target_22_21,0.052379527087698295,0.0015557086,0.02696761783696831
268,last_day_avg_temp_19,0.051780903920981745,0.0013158772,0.026548390555886408
269,last_evening_avg_temp_19_22,0.051481592337623464,0.00076567574,0.026123634037340172
270,time_10,0.051481592337623464,0.0062075406,0.028844566484458857
271,last_evening_avg_temp_22_6,0.05118228075426519,0.00046322183,0.025822751293803937
272,last_evening_avg_target_22_20,0.050882969170906914,0.00084020814,0.025861588657417035
273,last_evening_avg_temp_22_11,0.050882969170906914,0.00061616354,0.02574956635507073
274,last_day_avg_temp_21,0.050284346004190364,0.0008281476,0.025556246789491956
275,Td_16,0.04998503442083209,0.00082831585,0.02540667513698667
276,P_16,0.04968572283747381,0.00035764725,0.025021685044638618
277,day_of_week_5,0.04938641125411553,0.017514924,0.033450667420778485
278,windy,0.04938641125411553,0.00064514315,0.025015777204329213
279,Td_19,0.04908709967075726,0.0008794655,0.024983282578340125
280,last_evening_avg_target_22_18,0.04908709967075726,0.0006308953,0.024858997493446198
281,last_evening_avg_target_22_10,0.04878778808739898,0.0022547105,0.02552124931006192
282,last_evening_avg_temp_22_3,0.04878778808739898,0.00073820626,0.02476299717435113
283,day_of_week_2,0.04878778808739898,0.01040843,0.029598109223828304
284,cloudy,0.04818916492068243,0.0015001753,0.02484467012759781
285,last_evening_avg_temp_19_18,0.04818916492068243,0.00062324153,0.0244062032266382
286,last_evening_avg_target_22_11,0.04818916492068243,0.00083877123,0.02451396807514614
287,last_day_avg_target_22,0.04788985333732416,0.00084983854,0.024369845940270893
288,day_of_week_4,0.047590541753965876,0.022738313,0.0351644275281818
289,last_evening_avg_temp_19_5,0.047590541753965876,0.00042720226,0.024008872008673604
290,last_evening_avg_temp_19_19,0.047590541753965876,0.00069977005,0.02414515590437291
291,E_6,0.047590541753965876,0.0002158423,0.023903192027612347
292,last_evening_avg_target_22_9,0.0472912301706076,0.00096774945,0.024129489811645838
293,last_day_avg_temp_2,0.0472912301706076,0.000360858,0.023826044078493508
294,last_day_avg_temp_10,0.0472912301706076,0.00084136083,0.024066295500421914
295,last_evening_avg_temp_22_7,0.046991918587249326,0.00040531473,0.023698616657467836
296,last_evening_avg_target_19_9,0.046991918587249326,0.021832973,0.0344124456761091
297,last_day_avg_temp_13,0.04669260700389105,0.0003503306,0.02352146880546266
298,last_evening_avg_temp_22_16,0.046393295420532776,0.0013290915,0.02386119345725221
299,W,0.046393295420532776,0.00023198893,0.023312642176153003
300,last_evening_avg_temp_22_15,0.0460939838371745,0.0017930069,0.023943495368936224
301,last_evening_avg_target_19_10,0.0460939838371745,0.0023285996,0.02421129170374678
302,last_evening_avg_target_22_19,0.04579467225381622,0.0008094875,0.023302079866544725
303,last_evening_avg_temp_19_21,0.045495360670457945,0.00068334374,0.023089352203456395
304,day_of_week_20,0.045495360670457945,0.010554001,0.02802468070287042
305,day_of_week_22,0.045495360670457945,0.011646923,0.02857114167410665
306,S,0.044896737503741395,0.0002370125,0.022566875002017008
307,E,0.04459742592038312,0.00014128163,0.022369353777476144
308,last_evening_avg_target_19_17,0.04459742592038312,0.00044757227,0.022522499093765882
309,last_evening_avg_temp_19_13,0.044298114337024845,0.00045530574,0.022376710037001226
310,time_18,0.04369949117030829,0.0051454217,0.0244224564438121
311,last_evening_avg_temp_19_1,0.04340017958695001,0.00071026286,0.022055221222862263
312,last_evening_avg_temp_22_1,0.04340017958695001,0.0014990321,0.02244960586150143
313,last_evening_avg_target_22_8,0.04340017958695001,0.0005922962,0.021996237886659463
314,last_evening_avg_target_19_22,0.04310086800359174,0.0007846941,0.02194278105216093
315,last_day_avg_temp_9,0.042801556420233464,0.00089566957,0.021848612993816095
316,last_evening_avg_temp_22_12,0.04250224483687519,0.0007259847,0.021614114763327384
317,day_of_week_9,0.04250224483687519,0.0016737203,0.02208798257412433
318,holidays_7,0.042202933253516914,0.0059575997,0.02408026649140823
319,time_20,0.042202933253516914,0.0010405548,0.02162174404588598
320,last_evening_avg_target_19_18,0.042202933253516914,0.0013463598,0.021774646548918218
321,day_11,0.04190362167015863,0.0011262108,0.02151491622874609
322,last_evening_avg_temp_19_2,0.04190362167015863,0.0005711943,0.021237407974815953
323,E_11,0.04190362167015863,0.00014293846,0.02102328006379402
324,time_1,0.04190362167015863,0.002032708,0.021968164790571693
325,holidays_8,0.04160431008680036,0.004245682,0.022924996120325575
326,last_evening_avg_target_22_15,0.04160431008680036,0.00074338337,0.0211738467269403
327,last_day_avg_temp_16,0.04130499850344208,0.00066550245,0.02098525047577134
328,day_2,0.04100568692008381,0.0006143708,0.02081002886078494
329,month_23,0.04100568692008381,0.0033993328,0.022202509836267554
330,time_2,0.04100568692008381,0.0028223533,0.021914020095925652
331,last_day_avg_target_8,0.04070637533672553,0.0005809054,0.020643640374757483
332,last_evening_avg_temp_19_17,0.04070637533672553,0.00042116756,0.020563771445878915
333,day_13,0.04070637533672553,0.00061810587,0.02066224060369855
334,last_evening_avg_temp_22_2,0.04070637533672553,0.00047152687,0.02058895110501176
335,E_1,0.04040706375336726,0.00010827131,0.020257667533366403
336,day_of_week_14,0.04040706375336726,0.0006523909,0.020529727317404396
337,last_evening_avg_temp_19_10,0.04040706375336726,0.0008580463,0.020632555021217486
338,day_of_week_18,0.04040706375336726,0.0045026313,0.02245484750579337
339,last_day_avg_target_1,0.04010775217000898,0.00053981855,0.020323785357906205
340,day_1,0.04010775217000898,0.00085734524,0.020482548703004328
341,day_10,0.0398084405866507,0.0008929483,0.02035069444384703
342,S_1,0.0398084405866507,0.00027849994,0.02004347026224991
343,E_7,0.039509129003292426,0.00019108901,0.019850109008267294
344,last_day_avg_temp_20,0.039509129003292426,0.0010079864,0.020258557687348924
345,last_evening_avg_target_22_17,0.039509129003292426,0.000719985,0.020114556998315505
346,last_day_avg_target_10,0.039509129003292426,0.00063610764,0.02007261832041969
347,day_19,0.039509129003292426,0.0010714057,0.020290267358369432
348,time,0.03920981741993415,0.000276748,0.01974328271180255
349,last_day_avg_target_11,0.0386111942532176,0.00078283664,0.019697015444640156
350,last_day_avg_target_20,0.0386111942532176,0.0004397062,0.01952545022674286
351,last_day_avg_temp_8,0.0386111942532176,0.00057724176,0.01959421800881074
352,last_evening_avg_temp_22_20,0.0386111942532176,0.00039931884,0.01950525654853237
353,last_evening_avg_temp_19_3,0.0386111942532176,0.00056224485,0.019586719552412715
354,day_of_week_15,0.0386111942532176,0.0009882067,0.01979970048147635
355,last_evening_avg_temp_19_20,0.038012571086501044,0.0006829678,0.019347769429837024
356,day_21,0.038012571086501044,0.0027423918,0.020377481432328603
357,last_evening_avg_temp_22_14,0.038012571086501044,0.0006734794,0.019343025243538103
358,last_day_avg_temp_6,0.03771325950314277,0.0003668391,0.01904004929430776
359,last_day_avg_temp_7,0.03771325950314277,0.00061557017,0.019164414836740983
360,last_evening_avg_target_22_3,0.03771325950314277,0.0005288014,0.01912103045517106
361,E_8,0.037413947919784495,0.00015503398,0.018784490950023946
362,last_evening_avg_temp_22_4,0.037413947919784495,0.0006282604,0.0190211041457627
363,last_evening_avg_target_22_16,0.037413947919784495,0.00079087814,0.01910241303030886
364,last_day_avg_temp_11,0.037413947919784495,0.0010976815,0.019255814693137262
365,day_of_week_21,0.037413947919784495,0.02087413,0.029144038764029
366,last_day_avg_temp_17,0.037413947919784495,0.00090269215,0.019158320033424724
367,last_day_avg_target_21,0.036815324753067945,0.0007680412,0.018791682966524514
368,last_day_avg_temp_1,0.036815324753067945,0.0006837758,0.018749550282494875
369,last_evening_avg_target_19_3,0.036815324753067945,0.0060239923,0.021419658535863983
370,E_22,0.036815324753067945,9.538374e-05,0.01845535424506479
371,last_evening_avg_temp_19_14,0.036815324753067945,0.0006190348,0.018717179779900017
372,last_evening_avg_target_19_2,0.03651601316970967,0.002152464,0.019334238528298252
373,last_day_avg_target_7,0.03651601316970967,0.0005638939,0.01853995352217559
374,last_evening_avg_target_19_7,0.036216701586351395,0.0010422909,0.018629496263150424
375,last_evening_avg_target_19_19,0.036216701586351395,0.0010257722,0.018621236887105107
376,last_evening_avg_target_22_14,0.03591739000299311,0.00085248746,0.018384938730221796
377,holidays_6,0.03591739000299311,0.0057846224,0.0208510061982708
378,E_23,0.03561807841963484,9.747907e-05,0.017857778743485105
379,WW,0.03561807841963484,0.00034670156,0.01798238999136898
380,last_day_avg_temp_12,0.03561807841963484,0.00049363927,0.01805585884241096
381,day_of_week_12,0.03561807841963484,0.0013842374,0.01850115792577795
382,last_day_avg_temp_14,0.03561807841963484,0.00051355216,0.01806581529191404
383,last_evening_avg_target_19_13,0.03531876683627656,0.0005387186,0.017928742715955855
384,day_of_week_13,0.03531876683627656,0.0008964244,0.018107595620311008
385,holidays_18,0.03531876683627656,0.011228187,0.023273476922984378
386,day_8,0.03531876683627656,0.00047422826,0.017896497549006858
387,last_evening_avg_target_19_20,0.03531876683627656,0.0017047505,0.01851175865121852
388,day_of_week_19,0.034720143669560014,0.009154572,0.021937357910580664
389,last_evening_avg_temp_19_11,0.034720143669560014,0.0007654356,0.017742789620903983
390,last_day_avg_target_15,0.03442083208620174,0.0010403644,0.01773059823449514
391,WW_18,0.03442083208620174,4.4226203e-05,0.017232529144395832
